aX,aY,aZ,gX,gY,gZ
0.075,-0.141,0.987,1.282,0.122,-0.793
0.079,-0.142,0.992,-0.549,-1.038,-0.732
0.082,-0.139,1.004,-1.343,-0.183,0.183

-0.404,1.343,1.534,105.957,33.997,42.725
-0.542,1.642,1.679,109.253,81.421,-2.747
-0.739,1.986,1.809,62.927,95.459,-44.373
-0.789,1.528,1.458,-137.878,76.477,-134.827
-0.765,1.054,1.184,-359.070,-24.658,-208.069
-0.718,0.402,0.729,-418.152,-93.933,-234.924
-0.792,0.142,0.586,-399.902,-146.973,-296.204
-0.720,-0.653,0.370,-345.825,-123.047,-324.524
-0.567,-1.138,0.400,-157.471,-113.525,-316.162
-0.393,-1.725,0.737,-26.367,-131.836,-288.757
-0.183,-1.841,1.095,200.256,-117.737,-231.445
0.043,-1.796,1.792,241.150,-94.055,-195.862
0.078,-1.654,1.784,180.054,-51.392,-136.292
0.143,-1.592,1.687,71.777,-30.579,-80.139
0.155,-1.424,1.492,34.912,-28.809,-44.739
0.064,-1.129,1.335,13.184,-1.160,14.038
-0.009,-0.957,1.258,27.222,38.025,43.762
-0.130,-0.656,1.080,28.259,51.636,48.828
-0.145,-0.559,0.983,6.042,55.969,52.124
-0.127,-0.498,0.865,-8.362,47.180,54.382
-0.101,-0.494,0.859,-18.250,25.757,62.500
-0.060,-0.405,0.886,-12.207,20.813,69.824
-0.070,-0.270,0.875,7.629,24.414,83.313
-0.066,-0.227,0.861,18.799,27.466,86.853
-0.028,-0.199,0.871,21.057,21.057,87.036
-0.012,-0.183,0.883,20.996,-0.183,90.271
-0.021,-0.135,0.924,20.081,-8.118,93.262
-0.016,-0.099,0.946,17.456,-19.470,97.595
-0.008,-0.045,0.965,18.066,-23.865,100.281
-0.010,-0.012,0.967,22.827,-26.672,105.591
-0.047,0.067,0.982,26.367,-25.024,105.469
-0.068,0.092,0.991,31.982,-18.188,94.299
-0.067,0.077,0.983,32.104,-14.832,87.097
-0.058,0.085,0.981,27.832,-17.151,81.299
-0.058,0.096,0.994,25.513,-19.165,80.139
-0.062,0.087,0.998,22.522,-15.381,74.036
-0.060,0.069,0.986,18.677,-6.165,68.848
-0.066,0.036,0.979,16.846,-4.761,66.467
-0.061,0.036,0.994,14.648,-8.362,61.401
-0.072,0.045,1.030,14.587,-10.254,59.509
-0.072,0.049,1.044,16.357,-8.545,56.580
-0.082,0.048,1.055,18.372,-5.310,55.847
-0.093,0.040,1.051,21.240,4.456,51.575
-0.088,0.022,1.040,20.386,7.507,47.546
-0.062,0.016,1.035,10.254,3.723,40.466
-0.036,-0.016,1.028,2.625,-0.366,39.246
-0.020,-0.039,1.019,-2.747,-3.479,39.917
-0.023,-0.049,1.010,10.315,5.066,46.814
-0.036,-0.037,0.996,18.250,10.254,52.734
-0.063,-0.023,1.001,28.076,18.616,59.692
-0.078,0.003,1.048,27.283,22.400,53.711
-0.051,-0.009,1.069,16.724,28.992,29.297
0.031,-0.034,1.052,9.583,27.649,20.142
0.055,-0.045,1.012,-11.230,19.470,18.066
0.044,-0.052,0.998,-20.691,18.860,21.790
0.016,-0.060,0.966,-16.418,21.362,21.790
0.011,-0.061,0.953,-3.662,22.400,18.494
0.009,-0.031,0.960,0.305,19.531,15.808
0.014,-0.010,0.978,0.000,12.878,10.254
0.020,0.002,0.998,-2.808,10.620,6.958
0.043,-0.038,0.985,-8.606,6.470,0.122
0.053,-0.064,0.978,-10.498,1.709,-2.502
0.073,-0.103,0.981,-8.972,0.732,-2.197
0.069,-0.116,0.983,-0.610,3.296,-0.977
0.065,-0.126,0.978,3.967,5.127,-1.892
0.067,-0.123,0.979,8.057,4.883,-3.967
0.080,-0.113,0.995,6.226,2.991,-5.249
0.092,-0.117,1.001,-1.038,-0.793,-6.531
0.110,-0.130,1.001,-3.601,-0.793,-5.493
0.101,-0.130,0.976,-0.549,5.188,-2.136
0.091,-0.126,0.954,8.728,11.108,-0.549
0.069,-0.124,0.929,12.085,11.169,-0.427
0.068,-0.129,0.933,13.550,5.798,-2.930
0.082,-0.129,0.967,11.902,1.526,-4.700
0.087,-0.132,0.983,5.981,-4.517,-7.996
0.098,-0.161,0.995,1.953,-6.531,-9.094
0.114,-0.191,1.011,-3.052,-8.789,-7.690
0.115,-0.197,1.017,1.038,-5.310,-3.235
0.107,-0.190,1.021,4.761,-1.465,-1.282
0.093,-0.168,1.005,10.132,6.287,1.160
0.088,-0.158,0.995,10.498,8.301,1.282
0.080,-0.133,0.983,7.324,8.545,0.366
0.079,-0.130,0.979,4.456,7.629,-1.221
0.091,-0.163,0.967,-3.357,4.639,-5.493
0.101,-0.179,0.966,-7.629,1.343,-5.737
0.106,-0.192,0.964,-5.676,1.587,-4.150
0.094,-0.188,0.969,1.831,4.578,-0.671
0.090,-0.180,0.978,5.066,5.310,0.549
0.085,-0.157,0.994,4.700,4.883,0.183
0.086,-0.150,0.995,1.465,4.150,-1.709
0.096,-0.158,0.993,-0.244,3.418,-2.136
0.101,-0.166,0.990,-1.343,2.136,-1.526
0.107,-0.179,0.987,-0.488,1.892,-0.916
0.104,-0.179,0.987,1.709,1.282,0.488
0.098,-0.169,0.998,1.770,0.488,0.488
0.102,-0.165,1.005,-1.465,-1.709,-0.488
0.115,-0.163,1.011,-3.113,-1.892,-0.671
0.114,-0.165,0.999,-3.784,0.183,-0.183
0.110,-0.165,0.990,-2.625,1.770,1.099
0.100,-0.163,0.982,-1.709,1.953,1.587
0.095,-0.158,0.985,-0.244,1.038,1.770
0.096,-0.146,0.990,-0.671,0.366,1.221
0.098,-0.145,0.987,-2.930,-0.305,-0.244
0.104,-0.155,0.974,-4.272,-0.549,-1.038
0.106,-0.164,0.966,-5.371,-1.160,-0.671
0.107,-0.172,0.967,-4.456,-1.221,0.244
0.100,-0.162,0.970,-1.587,-0.305,1.831
0.094,-0.155,0.969,0.916,1.282,2.747
0.083,-0.136,0.968,1.953,1.831,2.563
0.083,-0.131,0.970,1.526,1.282,0.610
0.088,-0.136,0.978,0.305,0.366,-0.549
0.093,-0.141,0.983,-2.380,-1.282,-2.319
0.103,-0.155,0.986,-3.052,-1.221,-2.380
0.111,-0.161,0.976,-2.014,0.488,-1.465
0.109,-0.160,0.967,0.916,2.197,0.427
0.102,-0.156,0.957,2.258,2.380,0.916
0.098,-0.154,0.960,2.991,0.732,0.366
0.100,-0.147,0.978,1.892,-0.732,-0.854
0.103,-0.148,0.988,-2.197,-3.174,-2.563

-0.692,2.065,1.557,161.926,44.556,73.547
-1.017,2.461,1.725,148.315,105.286,3.296
-1.231,2.365,1.846,45.471,104.126,-73.669
-0.993,1.244,1.451,-277.954,-12.695,-226.929
-0.812,0.615,1.246,-437.561,-144.958,-299.561
-0.407,-0.510,1.047,-421.265,-184.998,-307.007
-0.241,-1.020,1.077,-255.615,-166.992,-282.898
-0.043,-1.787,1.165,-130.676,-88.196,-254.395
0.071,-2.023,1.160,73.853,84.106,-178.162
0.316,-2.026,1.071,108.032,99.121,-146.851
0.333,-1.644,1.041,77.209,30.518,-98.816
0.302,-1.532,1.006,20.569,-42.786,-54.382
0.261,-1.370,1.014,8.972,-59.326,-29.541
0.196,-1.232,1.050,29.602,-58.167,20.142
0.003,-0.879,1.186,44.373,-45.166,37.415
-0.087,-0.748,1.228,51.331,-13.123,45.349
-0.154,-0.598,1.223,43.091,0.732,42.114
-0.152,-0.548,1.168,9.155,7.568,42.114
-0.153,-0.478,1.013,-8.850,4.211,45.288
-0.151,-0.464,0.956,-20.752,5.310,50.903
-0.138,-0.449,0.900,-14.160,9.521,52.673
-0.086,-0.426,0.895,4.761,17.273,55.176
-0.044,-0.389,0.907,10.742,18.005,57.556
0.009,-0.282,0.936,11.047,12.512,67.566
0.006,-0.229,0.937,0.671,3.540,75.623
-0.042,-0.183,0.908,-2.441,1.770,77.087
-0.049,-0.186,0.896,4.333,0.305,73.730
0.007,-0.142,0.911,13.550,-1.465,72.754
0.018,-0.088,0.930,35.156,-4.211,79.773
-0.017,0.050,0.988,42.542,-3.235,83.374
-0.046,0.107,1.008,45.959,1.648,80.444
-0.087,0.129,1.014,42.358,2.808,74.585
-0.089,0.101,1.024,31.982,0.366,63.354
-0.091,0.097,1.036,28.564,-1.892,60.913
-0.077,0.110,1.058,26.794,-3.601,59.021
-0.064,0.114,1.052,27.222,2.441,56.702
-0.038,0.122,1.025,26.428,6.714,55.237
-0.035,0.129,1.018,20.935,8.179,53.101
-0.055,0.132,1.020,12.085,2.197,48.889
-0.067,0.122,1.031,9.155,-0.183,45.837
-0.071,0.111,1.035,8.789,0.427,39.307
-0.049,0.102,1.040,10.071,3.784,35.645
-0.024,0.101,1.033,11.780,13.184,29.785
0.017,0.102,1.003,11.169,16.479,28.625
0.037,0.088,0.990,2.563,14.465,28.259
0.035,0.073,0.989,-9.766,7.629,29.480
-0.002,0.036,0.995,-11.108,6.531,29.236
-0.021,0.026,0.995,-3.113,7.812,24.536
-0.026,0.017,1.006,1.648,8.606,20.874
-0.011,0.023,1.022,5.066,6.165,13.855
0.028,0.039,1.049,4.456,5.615,11.047
0.055,0.036,1.050,1.526,9.644,8.057
0.088,0.028,1.016,0.244,13.000,8.850
0.082,0.023,0.987,2.808,22.400,13.123
0.041,0.047,0.941,7.446,26.062,14.709
0.005,0.062,0.924,14.282,27.405,9.827
0.012,0.052,0.917,5.005,12.634,-1.648
0.027,0.004,0.926,-1.099,1.770,-6.714
0.043,-0.033,0.944,-3.845,-13.489,-16.846
0.081,-0.113,0.993,-0.977,-16.602,-20.142
0.103,-0.146,1.015,3.113,-17.700,-19.775
0.132,-0.186,1.054,3.174,-16.296,-16.479
0.128,-0.202,1.067,4.578,-7.446,-9.705
0.121,-0.206,1.055,6.165,2.197,-5.310
0.105,-0.201,1.019,4.883,4.028,-3.357
0.098,-0.195,1.009,0.549,3.601,-0.793
0.086,-0.190,0.997,-1.099,2.747,-0.366
0.085,-0.185,0.996,-2.563,0.977,-0.305
0.085,-0.164,1.007,-2.563,0.549,0.122
0.081,-0.148,1.013,-2.136,2.747,0.793
0.071,-0.140,1.000,-2.686,4.578,0.244
0.074,-0.140,0.982,-5.432,4.822,-0.549
0.075,-0.142,0.975,-4.517,4.211,-0.305
0.085,-0.144,0.957,-2.319,4.089,0.244
0.087,-0.135,0.956,2.991,3.906,2.441
0.078,-0.102,0.972,4.639,4.028,2.869
0.076,-0.090,0.978,1.892,2.930,0.793
0.078,-0.096,0.982,-1.526,1.343,-0.366
0.080,-0.108,0.978,-4.700,-0.366,-2.197
0.090,-0.135,0.965,-3.479,-0.244,-2.380
0.092,-0.144,0.962,1.404,0.549,-0.183
0.093,-0.145,0.966,4.028,0.977,1.099
0.092,-0.140,0.973,7.629,1.770,2.563
0.084,-0.113,0.995,7.812,1.587,2.075
0.084,-0.107,1.001,1.892,0.122,-0.732
0.088,-0.122,1.000,-2.136,-0.671,-1.526
0.087,-0.131,0.994,-2.625,0.061,-1.892
0.090,-0.139,0.987,-0.671,1.038,-1.526
0.086,-0.143,0.986,1.160,2.075,-0.366
0.089,-0.139,0.985,0.854,1.160,-0.305
0.096,-0.127,0.990,0.488,0.854,-0.427
0.099,-0.125,0.990,-0.977,1.282,-0.549
0.098,-0.130,0.983,-1.038,1.892,-0.183
0.098,-0.130,0.978,-0.122,2.441,0.000
0.093,-0.128,0.971,0.061,1.953,0.000
0.089,-0.134,0.971,0.000,0.366,-0.366
0.090,-0.138,0.975,0.977,-0.916,-0.793
0.095,-0.145,0.992,1.160,-1.221,-0.977
0.100,-0.144,1.002,-0.488,-1.587,-0.366
0.100,-0.138,1.007,-1.709,-1.160,0.305
0.091,-0.132,0.990,-1.587,1.465,1.465
0.083,-0.128,0.980,-0.366,2.502,1.831
0.074,-0.124,0.972,0.916,1.770,1.099
0.077,-0.126,0.977,-0.061,-1.160,-0.183
0.093,-0.127,0.988,-0.732,-2.075,-0.549
0.097,-0.130,0.986,-0.427,-1.343,0.183
0.095,-0.131,0.986,1.099,0.061,1.038
0.087,-0.128,0.981,1.404,0.488,0.916
0.082,-0.131,0.980,0.916,-0.183,-0.122
0.086,-0.137,0.988,0.671,-1.099,-0.427
0.089,-0.138,0.995,1.282,-0.854,-0.183
0.095,-0.128,0.999,1.221,0.061,0.000
0.095,-0.126,0.995,-0.732,1.648,0.427
0.088,-0.133,0.978,-0.732,1.282,-0.305
0.092,-0.131,0.977,-0.244,0.610,-0.488
0.090,-0.132,0.980,1.343,0.305,0.183
0.092,-0.125,0.980,1.953,0.366,0.488
0.090,-0.122,0.979,1.831,0.854,0.671
0.082,-0.127,0.975,1.526,0.671,-0.305

-0.535,1.412,1.592,127.197,53.955,40.466
-0.596,1.659,1.691,88.379,69.519,-26.917
-0.651,1.927,1.820,11.536,56.396,-60.913
-0.802,1.681,1.568,-200.928,30.762,-120.728
-0.879,1.370,1.329,-326.782,25.085,-191.650
-0.988,0.619,0.755,-348.938,16.052,-234.985
-0.997,0.279,0.411,-353.149,-32.532,-331.299
-0.922,-0.801,-0.121,-315.735,-62.805,-369.019
-0.277,-2.355,0.391,-135.620,-163.696,-372.864
0.207,-2.767,1.126,76.599,-257.568,-239.014
0.526,-2.288,2.339,149.109,-244.812,-161.194
0.473,-1.898,2.459,143.433,-78.064,-86.487
0.309,-1.549,1.889,86.182,7.568,-61.401
-0.022,-1.286,1.198,-10.559,53.711,6.531
-0.077,-1.100,1.061,-27.893,24.353,39.063
-0.055,-0.752,1.061,-17.029,14.282,45.105
-0.071,-0.592,1.062,8.667,19.348,55.847
-0.171,-0.312,0.983,16.052,28.503,59.814
-0.206,-0.180,0.922,15.259,37.842,56.763
-0.188,-0.163,0.905,3.540,28.870,51.575
-0.119,-0.143,0.889,-0.305,22.034,52.185
-0.090,-0.114,0.887,8.301,16.907,57.007
-0.045,-0.076,0.863,18.738,20.203,58.594
0.018,-0.084,0.845,36.255,27.405,62.256
0.037,-0.069,0.859,40.100,16.235,70.740
0.024,-0.009,0.901,38.086,7.996,74.646
0.006,0.027,0.923,34.851,-3.479,76.416
-0.018,0.064,0.955,35.461,-6.897,74.402
-0.011,0.064,0.971,36.804,-13.245,71.350
-0.016,0.031,1.001,37.781,-14.954,72.327
0.006,-0.008,1.047,41.382,-14.282,74.768
0.002,0.031,1.095,45.288,-9.888,75.867
-0.036,0.086,1.153,41.626,-2.319,70.740
-0.023,0.088,1.137,18.066,9.399,57.922
-0.017,0.065,1.069,5.249,10.437,55.420
-0.003,0.046,1.016,-7.507,10.437,52.185
-0.016,0.035,0.997,0.244,13.977,50.598
-0.021,0.000,0.981,4.944,15.015,47.729
-0.007,-0.012,0.988,9.338,10.986,41.260
0.024,-0.009,1.016,9.827,8.850,38.330
0.050,-0.004,1.018,9.277,9.399,33.569
0.063,0.006,1.016,8.606,9.949,32.410
0.070,-0.006,1.003,4.883,9.399,31.921
0.082,-0.017,0.993,-0.916,6.409,32.043
0.071,-0.035,0.977,-0.671,5.859,33.203
0.065,-0.043,0.970,6.470,8.850,33.264
0.049,-0.019,0.969,11.719,10.071,33.447
0.046,0.004,0.968,18.555,10.864,31.372
0.057,0.010,0.972,14.648,5.798,29.419
0.055,0.018,0.997,11.230,3.601,29.297
0.047,0.004,1.005,6.409,2.991,23.926
0.042,-0.034,0.999,5.249,2.319,20.508
0.052,-0.049,1.005,5.615,0.061,16.846
0.062,-0.043,1.010,8.667,0.977,17.517
0.064,-0.042,1.009,10.559,3.235,18.250
0.065,-0.049,0.992,12.512,9.705,17.761
0.067,-0.055,0.982,14.465,13.977,17.334
0.068,-0.058,0.972,15.320,13.855,17.761
0.072,-0.058,0.972,18.127,14.404,18.494
0.078,-0.072,0.972,20.203,14.954,18.311
0.082,-0.073,0.977,23.926,13.245,16.968
0.077,-0.042,0.996,23.621,11.047,16.052
0.078,-0.042,1.011,13.489,6.104,10.010
0.097,-0.060,1.012,5.676,2.747,7.019
0.095,-0.080,1.013,-3.357,0.183,6.714
0.089,-0.084,1.010,2.136,5.127,6.958
0.093,-0.083,1.004,5.981,7.812,6.470
0.090,-0.077,1.005,9.888,9.399,4.639
0.088,-0.070,1.008,8.972,9.033,2.930
0.091,-0.079,1.008,3.357,6.897,-0.244
0.105,-0.098,1.012,1.099,6.042,-1.038
0.127,-0.131,1.007,0.183,7.935,-1.770
0.135,-0.136,0.999,1.587,9.888,-0.305
0.130,-0.138,0.971,2.808,11.169,0.305
0.125,-0.133,0.955,4.578,10.742,0.183
0.116,-0.122,0.942,4.211,8.789,-0.610
0.124,-0.136,0.952,1.160,3.357,-3.479
0.134,-0.152,0.962,-1.282,-0.122,-3.540
0.145,-0.178,0.972,0.122,0.305,-1.953
0.146,-0.182,0.973,7.019,5.188,1.526
0.145,-0.171,0.971,10.803,8.118,2.747
0.141,-0.165,0.969,16.052,11.597,4.150
0.133,-0.159,0.966,17.151,12.268,4.211
0.116,-0.136,0.976,15.686,11.475,2.563
0.115,-0.131,0.979,6.531,6.592,-3.662
0.144,-0.163,0.983,-0.732,2.441,-6.470
0.160,-0.182,0.984,-8.179,-2.563,-6.714
0.165,-0.190,0.979,-6.104,-1.953,-5.188
0.159,-0.189,0.972,1.648,2.441,-3.174
0.156,-0.189,0.967,2.869,3.296,-3.174
0.159,-0.180,0.974,-0.916,0.061,-3.723
0.159,-0.171,0.979,-4.517,-4.028,-3.845
0.153,-0.162,0.993,-5.066,-4.761,-3.601
0.154,-0.162,1.001,-4.944,-4.395,-2.075
0.146,-0.151,1.007,-3.967,-3.662,-0.671
0.128,-0.122,1.005,-1.099,-1.953,-0.061
0.124,-0.117,1.003,-3.052,-2.625,-2.380
0.135,-0.127,0.998,-5.493,-3.845,-3.418
0.143,-0.137,0.997,-8.484,-4.700,-3.662
0.154,-0.153,0.984,-8.667,-3.906,-3.357
0.153,-0.160,0.972,-6.958,-2.197,-2.563
0.152,-0.170,0.948,-5.859,-2.075,-2.319
0.153,-0.171,0.942,-4.211,-3.906,-1.099
0.151,-0.165,0.952,-3.662,-4.578,-0.427
0.147,-0.163,0.968,-2.625,-4.028,0.549
0.142,-0.161,0.972,-0.488,-1.343,1.221
0.133,-0.149,0.974,0.061,-0.488,1.160
0.129,-0.147,0.975,-1.404,-0.610,0.305
0.128,-0.153,0.976,-2.136,-1.343,-0.183
0.132,-0.158,0.978,-1.892,-2.502,-0.488
0.144,-0.164,0.992,-1.099,-1.709,0.549
0.148,-0.158,1.001,-1.099,-0.671,1.343
0.145,-0.153,0.997,0.000,2.075,2.747
0.135,-0.137,0.985,0.610,2.930,2.869
0.134,-0.130,0.980,-0.854,2.502,2.136
0.128,-0.125,0.971,-1.648,1.953,2.014
0.127,-0.127,0.965,-1.526,1.221,0.977
0.132,-0.131,0.964,-2.563,-1.465,-0.305
0.139,-0.135,0.964,-1.770,-2.197,-0.244

-0.784,1.867,1.518,186.401,38.025,105.164
-1.075,2.322,1.802,154.297,50.720,7.080
-1.286,2.490,2.061,36.194,30.273,-82.397
-1.064,1.332,1.655,-273.499,-78.857,-258.301
-0.839,0.600,1.393,-417.603,-209.351,-353.149
-0.374,-0.594,1.273,-408.447,-231.567,-360.962
-0.222,-0.909,1.381,-297.363,-92.957,-315.002
-0.210,-1.221,1.159,-225.098,33.875,-281.433
-0.339,-1.502,0.408,-67.322,188.354,-221.252
-0.305,-1.625,0.255,88.684,115.723,-202.148
0.084,-1.943,0.642,129.578,35.706,-195.435
0.350,-2.002,1.121,85.571,-110.535,-131.958
0.538,-1.723,1.833,38.330,-144.226,-85.144
0.454,-1.520,1.858,6.836,-64.026,-13.062
0.182,-1.057,1.447,26.794,15.442,9.216
-0.092,-0.600,1.003,68.481,93.628,41.199
-0.162,-0.415,0.925,54.626,62.195,53.467
-0.152,-0.179,0.964,33.569,37.048,50.842
-0.074,-0.140,0.979,5.981,11.047,36.133
-0.023,-0.183,0.967,5.493,12.573,27.039
0.053,-0.235,0.929,4.761,13.000,30.212
0.064,-0.231,0.903,-0.427,10.315,41.199
0.084,-0.224,0.859,-1.709,7.019,44.128
0.117,-0.242,0.850,-1.709,-4.395,47.607
0.170,-0.305,0.872,-0.732,-13.000,51.941
0.172,-0.311,0.908,3.967,-26.428,67.261
0.139,-0.254,0.997,12.573,-25.635,82.458
0.091,-0.117,1.049,17.700,-21.545,87.524
0.054,-0.051,1.043,25.085,-11.597,89.111
-0.002,-0.024,0.982,25.146,-9.338,86.365
0.008,-0.040,0.955,19.531,-17.334,83.923
0.018,-0.078,0.961,18.066,-24.109,87.280
-0.003,-0.038,1.032,27.283,-29.114,94.482
-0.022,0.001,1.057,47.058,-11.658,88.989
-0.035,0.060,1.071,54.077,-0.122,81.421
-0.032,0.064,1.063,50.598,12.329,73.242
0.008,0.053,1.039,38.452,11.902,75.928
0.067,0.038,1.014,8.362,7.874,88.013
0.102,0.034,0.995,-9.155,8.728,103.699
0.085,0.083,0.982,-13.977,9.827,110.901
0.033,0.128,0.983,-14.343,16.907,115.784
-0.081,0.218,0.994,-9.094,20.630,112.366
-0.115,0.240,1.016,3.418,24.597,90.454
-0.062,0.228,1.046,4.578,24.353,77.820
-0.028,0.223,1.043,-3.967,20.691,65.674
0.001,0.224,1.007,-7.629,22.156,62.134
0.006,0.214,0.976,-5.493,30.457,52.856
0.017,0.213,0.937,-2.808,32.104,46.082
0.049,0.227,0.980,2.075,29.541,23.865
0.075,0.217,1.004,3.601,26.611,2.991
0.115,0.168,1.020,2.380,25.574,-1.770
0.127,0.149,1.022,0.183,23.682,-2.380
0.132,0.118,1.023,1.709,24.414,-1.526
0.151,0.074,1.021,6.958,26.917,-1.282
0.169,0.065,1.021,6.226,22.156,-0.610
0.200,0.059,1.022,4.395,19.592,0.000
0.210,0.050,1.015,0.793,16.907,1.465
0.214,0.023,0.986,-0.427,16.296,2.380
0.217,0.015,0.970,-0.671,13.672,3.906
0.215,-0.001,0.933,0.000,11.536,4.944
0.195,-0.007,0.915,1.160,6.165,5.981
0.188,-0.007,0.919,0.916,-1.160,2.808
0.184,-0.013,0.935,0.671,-4.517,0.732
0.182,-0.024,0.943,1.587,-7.935,-0.793
0.180,-0.051,0.972,2.380,-8.057,0.061
0.174,-0.052,0.985,3.662,-6.042,2.319
0.162,-0.059,0.985,5.432,-2.319,0.610
0.168,-0.068,0.977,5.676,-2.197,-0.366
0.178,-0.069,0.981,4.944,-3.540,-1.953
0.193,-0.048,1.001,3.296,-3.296,-1.587
0.187,-0.024,1.007,1.892,-1.831,-1.831
0.182,-0.025,0.998,-0.183,1.404,-3.723
0.183,-0.036,0.976,-0.977,1.099,-4.395
0.185,-0.038,0.973,-1.587,-1.709,-4.456
0.202,-0.033,0.980,-1.099,-2.625,-4.822
0.210,-0.029,0.984,-0.122,-2.686,-4.150
0.214,-0.029,0.982,1.160,-0.793,-2.319
0.206,-0.022,0.971,1.648,0.183,-0.793
0.194,-0.019,0.958,2.808,1.221,-0.244
0.179,-0.025,0.939,2.808,-0.366,-1.343
0.178,-0.034,0.942,1.404,-6.714,-4.517
0.198,-0.062,0.979,0.916,-9.338,-5.554
0.208,-0.069,1.000,2.258,-9.460,-3.479
0.209,-0.058,1.021,3.906,-6.226,-1.099
0.198,-0.045,1.014,6.470,2.625,2.258
0.168,-0.024,0.975,5.737,4.639,2.258
0.158,-0.024,0.960,1.404,1.587,-0.977
0.164,-0.047,0.965,-0.427,-1.465,-3.174
0.181,-0.063,0.994,-1.587,-5.615,-5.493
0.188,-0.066,1.005,-0.916,-5.005,-5.737
0.199,-0.073,1.008,0.000,-1.648,-4.517
0.199,-0.072,1.002,0.549,1.648,-0.977
0.185,-0.057,0.980,1.831,3.357,0.427
0.177,-0.039,0.964,3.540,3.540,1.099
0.176,-0.036,0.967,2.747,1.770,0.977
0.182,-0.032,0.980,2.441,-0.916,0.916
0.179,-0.030,0.986,4.883,-0.122,1.282
0.176,-0.026,0.996,4.578,0.183,0.488
0.178,-0.029,1.000,-0.793,-1.465,-2.075
0.187,-0.055,0.997,-3.052,-1.587,-2.991
0.190,-0.062,0.991,-1.770,0.305,-2.136
0.187,-0.059,0.980,0.244,1.892,-0.977
0.185,-0.063,0.973,3.174,4.089,0.244
0.188,-0.064,0.974,1.587,1.648,0.732
0.193,-0.072,0.981,0.671,0.854,0.793
0.192,-0.082,0.978,1.465,1.648,1.160
0.194,-0.086,0.972,1.526,1.282,1.831
0.192,-0.079,0.977,1.099,0.610,2.930
0.187,-0.064,0.991,1.892,1.221,2.869
0.182,-0.055,0.992,2.625,2.136,2.380
0.171,-0.043,0.981,1.587,1.953,1.831
0.175,-0.049,0.979,-1.343,0.000,0.305
0.182,-0.055,0.983,-2.319,-0.854,0.305
0.188,-0.054,0.988,-1.404,-0.122,0.916
0.188,-0.050,0.984,0.000,1.770,1.953
0.186,-0.040,0.973,-0.061,2.136,2.136
0.181,-0.034,0.967,1.343,2.197,1.038
0.180,-0.026,0.961,1.709,1.465,-0.183
0.183,-0.031,0.965,-0.366,-1.526,-2.197

